股票代码|股票简称|英文名|行业编码|一级分类|二级分类|上市交易所|公司全称|上市日期|省份|城市|法人|地址|网址|邮箱|电话|主营业务|经营范围
cn_600127|中远海特|COSCO Special|G55|交通运输、仓储和邮政业|水上运输业|上海证券交易所|中远海运特种运输股份有限公司|2003-12-26|广东省|广州市|林中远|广州市黄埔区中远特运大厦|www.coscospecial.com|service@coscospecial.com|020-82180127|特种货物运输及船队运营|重大件运输、滚装运输、工程物流、船舶管理
cn_600128|招商轮船|CMES|G55|交通运输、仓储和邮政业|水上运输业|上海证券交易所|招商局能源运输股份有限公司|2006-04-10|上海市|上海市|谢招商|上海市浦东新区招商局大厦|www.cmes.com|service@cmes.com|021-58880128|油轮及干散货运输|原油运输、LNG运输、干散货运输、船舶租赁
cn_600129|长航凤凰|Changhang Phoenix|G55|交通运输、仓储和邮政业|水上运输业|上海证券交易所|长航凤凰股份有限公司|2004-07-30|湖北省|武汉市|叶长航|武汉市江汉区长航大厦|www.changhangphoenix.com|service@changhang.com|027-82780129|内河及沿海航运|内河货物运输、沿海运输、船舶修造
cn_600130|宁波海运|Ningbo Shipping|G55|交通运输、仓储和邮政业|水上运输业|上海证券交易所|宁波海运集团股份有限公司|2005-03-14|浙江省|宁波市|周宁波|宁波市江北区宁波海运大厦|www.nbshipping.com|service@nbshipping.com|0574-87680130|沿海及远洋货物运输|煤炭、矿石等散货运输、船舶租赁
cn_600131|中远海能|COSCO Energy|G55|交通运输、仓储和邮政业|水上运输业|上海证券交易所|中远海运能源运输股份有限公司|2006-11-21|上海市|上海市|刘中远|上海市黄浦区中远能源大厦|www.coscoenergy.com|service@coscoenergy.com|021-68880131|油轮及LNG运输|原油、成品油运输、LNG运输、船舶管理
cn_600132|中远海控|COSCO Shipping|G55|交通运输、仓储和邮政业|水上运输业|上海证券交易所|中远海运控股股份有限公司|2005-06-15|上海市|上海市|万中远|上海市浦东新区中远海控大厦|www.coscoshipping.com|service@coscoshipping.com|021-68880132|集装箱航运及码头运营|集装箱运输、码头运营、物流服务、供应链管理
cn_600133|中外运|Sinotrans|G58|交通运输、仓储和邮政业|邮政业|上海证券交易所|中国外运股份有限公司|2003-01-20|北京市|北京市|王中外|北京市朝阳区中外运大厦|www.sinotrans.com|service@sinotrans.com|010-65680133|国际货运代理及物流|国际货代、合同物流、仓储配送、海关报关
cn_600134|中国外运|Sinotrans Ltd|G58|交通运输、仓储和邮政业|邮政业|上海证券交易所|中国外运长航集团股份有限公司|2004-09-06|上海市|上海市|李中外|上海市黄浦区外运大厦|www.sinotransltd.com|service@sinotransltd.com|021-58880134|综合物流及航运服务|物流方案设计、海运空运代理、仓储、供应链
cn_600135|东方航空|China Eastern|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|中国东方航空股份有限公司|2002-03-28|上海市|上海市|刘东航|上海市长宁区东航大厦|www.ceair.com|service@ceair.com|021-62680135|航空客运及货运|国内国际航空客货运输、航空器维修、航空食品
cn_600136|南方航空|China Southern|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|中国南方航空股份有限公司|2003-07-18|广东省|广州市|马南航|广州市白云区南航大厦|www.csair.com|service@csair.com|020-86180136|航空客运及物流|航空客货运输、飞机维修、航空物流、旅游服务
cn_600137|海南航空|Hainan Airlines|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|海南航空控股股份有限公司|2004-06-25|海南省|海口市|陈海航|海口市美兰区海航大厦|www.hnair.com|service@hnair.com|0898-66780137|航空客运及服务|国内国际客运、货运、航空餐饮、航空维修
cn_600138|厦门航空|Xiamen Airlines|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|厦门航空有限公司|2005-10-11|福建省|厦门市|厦航|厦门市湖里区厦航大厦|www.xiamenair.com|service@xiamenair.com|0592-55880138|航空客运及货运服务|航空客货运输、航空食品、旅游包机
cn_600139|深圳航空|Shenzhen Airlines|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|深圳航空有限责任公司|2006-03-22|广东省|深圳市|深航|深圳市宝安区深航基地|www.shenzhenair.com|service@shenzhenair.com|0755-27880139|航空客运及货运|国内国际客运、货运、航空维修、航空服务
cn_600140|四川航空|Sichuan Airlines|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|四川航空股份有限公司|2004-09-17|四川省|成都市|川航|成都市双流区川航大厦|www.sichuanair.com|service@sichuanair.com|028-85280140|航空客运及物流|航空客货运输、航空食品、飞机维修
cn_600141|山东航空|Shandong Airlines|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|山东航空股份有限公司|2005-05-29|山东省|济南市|鲁航|济南市历城区山航大厦|www.shandongair.com|service@shandongair.com|0531-88180141|航空客运及服务|国内客运、货运、航空快递、旅游服务
cn_600142|春秋航空|Spring Airlines|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|春秋航空股份有限公司|2006-11-15|上海市|上海市|王春秋|上海市长宁区春秋航空大厦|www.ch.com|service@ch.com|021-62680142|低成本航空客运|国内国际低成本客运、航空旅游、航空服务
cn_600143|吉祥航空|Juneyao Air|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|上海吉祥航空股份有限公司|2007-01-22|上海市|上海市|王吉祥|上海市浦东新区吉祥航空基地|www.juneyaoair.com|service@juneyaoair.com|021-68880143|航空客运及包机服务|国内国际客运、商务包机、航空物流
cn_600144|华夏航空|China Express|G56|交通运输、仓储和邮政业|航空运输业|上海证券交易所|华夏航空股份有限公司|2008-04-25|重庆市|重庆市|胡华夏|重庆市渝北区华夏航空大厦|www.chinaexpress.com|service@chinaexpress.com|023-67880144|支线航空客运|支线航空运输、通用航空、航空服务
cn_600145|中国中车|CRRC|C37|制造业|铁路、船舶、航空航天和其他运输设备制造业|上海证券交易所|中国中车股份有限公司|2002-05-17|北京市|北京市|刘中车|北京市丰台区中车大厦|www.crrc.com|service@crrc.com|010-51880145|轨道交通装备制造|铁路机车车辆、动车组、城市轨道交通设备制造
cn_600146|晋西车轴|Jinxi Axle|C37|制造业|铁路、船舶、航空航天和其他运输设备制造业|上海证券交易所|晋西车轴股份有限公司|2003-10-29|山西省|太原市|晋西|太原市万柏林区晋西路1号|www.jinxiaxle.com|service@jinxi.com|0351-60880146|铁路车轴及轮对制造|铁路车轴、轮对、摇枕侧架制造销售
cn_600147|北方国际|Norinco Intl|C35|制造业|专用设备制造业|上海证券交易所|北方国际合作股份有限公司|2004-07-16|北京市|北京市|北方|北京市海淀区北方国际大厦|www.norincointl.com|service@norinco.com|010-65680147|工程机械及防务装备|工程机械设备制造、防务产品出口、技术合作
cn_600148|中航沈飞|AVIC Shenyang|C37|制造业|铁路、船舶、航空航天和其他运输设备制造业|上海证券交易所|中航沈飞股份有限公司|2005-12-23|辽宁省|沈阳市|中航|沈阳市皇姑区沈飞路1号|www.avicshenyang.com|service@avic.com|024-25880148|航空器制造及维修|军用飞机、民用航空器制造、维修及改装
cn_600149|中航西飞|AVIC XAC|C37|制造业|铁路、船舶、航空航天和其他运输设备制造业|上海证券交易所|中航西安飞机工业集团股份有限公司|2006-03-07|陕西省|西安市|中航西飞|西安市阎良区西飞大道|www.avicxac.com|service@avicxac.com|029-88380149|大中型飞机制造|大中型运输机、轰炸机、民用飞机零部件制造
cn_600150|航发动力|AECC Power|C37|制造业|铁路、船舶、航空航天和其他运输设备制造业|上海证券交易所|中国航发动力股份有限公司|2004-09-28|陕西省|西安市|航发|西安市未央区航发大厦|www.aeccpower.com|service@aecc.com|029-86880150|航空发动机及燃气轮机|航空发动机、燃气轮机研发制造、维修服务
cn_600151|中国卫星|China Satellite|C37|制造业|铁路、船舶、航空航天和其他运输设备制造业|上海证券交易所|中国卫星制造股份有限公司|2007-05-18|北京市|北京市|卫星|北京市海淀区卫星大厦|www.chinasatellite.com|service@chinasatellite.com|010-65680151|卫星及航天器制造|小卫星、航天器制造、卫星应用系统集成
cn_600152|航天电子|Aerospace Elec|C39|制造业|计算机、通信和其他电子设备制造业|上海证券交易所|航天电子技术股份有限公司|2006-08-04|上海市|上海市|航天|上海市闵行区航天电子园|www.aeroelec.com|service@aeroelec.com|021-64880152|航天电子及测控设备|航天电子元器件、测控系统、导航设备制造
cn_600153|航天通信|Aerospace Comm|I63|信息技术|电信、广播电视和卫星传输服务|上海证券交易所|航天通信控股集团股份有限公司|2005-11-11|北京市|北京市|航天通|北京市丰台区航天通信大厦|www.aerocomm.com|service@aerocomm.com|010-51880153|卫星通信及网络安全|卫星通信系统、网络安全产品、信息系统集成
cn_600154|航天信息|AISINO|I65|信息技术|软件和信息技术服务业|上海证券交易所|航天信息股份有限公司|2003-04-30|北京市|北京市|航天信|北京市海淀区航天信息园|www.aisino.com|service@aisino.com|010-65680154|税务信息化及物联网|税务软件、电子发票、物联网解决方案、系统集成
cn_600155|中国软件|China Software|I65|信息技术|软件和信息技术服务业|上海证券交易所|中国软件与技术服务股份有限公司|2004-06-25|北京市|北京市|中软|北京市昌平区中国软件大厦|www.css.com|service@css.com|010-58880155|基础软件及行业应用|操作系统、数据库、办公软件、系统集成服务
cn_600156|东软集团|Neusoft|I65|信息技术|软件和信息技术服务业|上海证券交易所|东软集团股份有限公司|2002-07-15|辽宁省|沈阳市|东软|沈阳市浑南区东软软件园|www.neusoft.com|service@neusoft.com|024-83680156|行业解决方案及医疗IT|医疗信息化、汽车电子、教育软件、系统集成
cn_600157|用友网络|Yonyou|I65|信息技术|软件和信息技术服务业|上海证券交易所|用友网络科技股份有限公司|2005-09-01|北京市|北京市|用友|北京市海淀区用友产业园|www.yonyou.com|service@yonyou.com|010-62480157|企业云服务及管理软件|ERP、云服务、财务软件、人力资源系统开发
cn_600158|华通科技|Huatong Tech|I65|信息技术|软件服务|上海证券交易所|华通科技股份有限公司|2005-01-20|北京市|北京市|张华通|北京市海淀区华通大厦B座|www.huatongtech.com|service@huatong.com|010-88880158|企业级软件及IT咨询|软件开发、系统集成、云计算服务、技术咨询
cn_600159|瑞华生物|Ruihua Bio|C27|制造业|医药制造业|上海证券交易所|瑞华生物医药集团股份有限公司|2006-04-08|上海市|上海市|陈瑞华|上海市浦东新区张江瑞华路2号|www.ruihua-bio.com|service@ruihua.com|021-68880159|基因工程及单抗药物|生物药品研发生产、诊断试剂销售、技术转让
cn_600160|金阳新能源|Jinyang New Energy|D44|电力、热力、燃气及水生产和供应业|电力生产|上海证券交易所|金阳新能源集团股份有限公司|2008-08-15|广东省|深圳市|刘金阳|深圳市宝安区新能源产业园金阳大厦|www.jinyangenergy.com|service@jinyang.com|0755-82880160|光伏电站及储能系统|光伏发电投资运营、储能系统集成、电力销售
cn_600161|宏泰地产|Hongtai Realty|K70|房地产业|房地产开发|上海证券交易所|宏泰房地产集团股份有限公司|2002-11-02|浙江省|杭州市|赵宏泰|杭州市西湖区宏泰路99号|www.hongtai-realty.com|service@hongtai.com|0571-87780161|住宅及商业地产开发|房地产开发经营、物业管理、自有房屋租赁
cn_600162|恒达矿业|Hengda Mining|B09|采矿业|有色金属矿采选业|上海证券交易所|恒达矿业资源股份有限公司|2004-12-10|江西省|南昌市|周恒达|南昌市青山湖区恒达大道2号|www.hengdamining.com|service@hengda.com|0791-88180162|铜铅锌多金属开采|有色金属开采选冶、矿产品贸易、矿山技术咨询
cn_600163|博睿信息|Borui Info|I63|信息技术|电信、广播电视和卫星传输服务|上海证券交易所|博睿信息科技股份有限公司|2010-05-08|四川省|成都市|吴博睿|成都市高新区天府软件园博睿楼|www.borui-info.com|service@borui.com|028-85320163|卫星通信及物联网|卫星导航系统开发、通信设备销售、物联网技术服务
cn_600164|瑞达医药|Ruida Pharma|C27|制造业|医药制造业|上海证券交易所|瑞达医药集团股份有限公司|2003-07-12|山东省|济南市|孙瑞达|济南市历城区瑞达路77号|www.ruidapharma.com|service@ruida.com|0531-88180164|化学制剂及中药生产|药品生产销售、中药材种植、医药研发
cn_600165|重工装备|Zhonggong Equip|C35|制造业|专用设备制造业|上海证券交易所|重工装备机械股份有限公司|2001-12-25|辽宁省|沈阳市|李重工|沈阳市铁西区重工街110号|www.zhonggong-equip.com|service@zhonggong.com|024-25880165|工程机械及矿山设备|挖掘机、起重机、矿山机械制造销售及维修
cn_600166|万福物流|Wanfu Logistics|G58|交通运输、仓储和邮政业|邮政业|上海证券交易所|万福物流集团股份有限公司|2007-09-20|河南省|郑州市|王万福|郑州市郑东新区物流园区万福路9号|www.wanfulog.com|service@wanfu.com|0371-66880166|综合物流及供应链管理|国内国际货运代理、仓储、供应链方案设计
cn_600167|智云数据|Zhiyun Data|I65|信息技术|软件和信息技术服务业|上海证券交易所|智云数据科技股份有限公司|2012-03-15|陕西省|西安市|赵智云|西安市高新区锦业路智云大厦|www.zhiyundata.com|service@zhiyun.com|029-88380167|大数据及AI平台|大数据分析、AI算法、数据可视化、IT外包
cn_600168|国信金控|Guoxin Finance|J69|金融业|其他金融业|上海证券交易所|国信金融控股集团股份有限公司|2005-11-22|上海市|上海市|周国信|上海市陆家嘴环路国信金融中心|www.guoxin-finance.com|service@guoxin.com|021-58880168|融资租赁及供应链金融|融资租赁、商业保理、资产管理、财务咨询
cn_600169|中信信托|CITIC Trust|J69|金融业|其他金融业|上海证券交易所|中信信托有限责任公司|2006-05-02|北京市|北京市|陈中信|北京市朝阳区中信大厦B座|www.citictrust.cn|service@citictrust.cn|010-65680169|信托及资产证券化|资金信托、动产不动产信托、资产证券化
cn_600170|太平洋人寿|Pacific Life|J68|金融业|保险业|上海证券交易所|太平洋人寿保险股份有限公司|2002-12-15|上海市|上海市|马太平洋|上海市黄浦区太平洋保险大厦|www.pacificlife.com|service@pacificlife.com|021-68880170|人寿及健康保险|人寿保险、健康险、意外险、养老金业务
cn_600171|中金创投|Zhongjin VC|J69|金融业|资本市场服务|上海证券交易所|中金创业投资股份有限公司|2009-08-05|北京市|北京市|周中金|北京市西城区中金创投中心|www.zhongjinvc.com|service@zhongjinvc.com|010-66080171|私募股权投资及创投|私募股权投资、创业投资、企业并购重组
cn_600172|光证资管|Everbright AM|J67|金融业|资本市场服务|上海证券交易所|光大证券资产管理有限公司|2004-04-01|上海市|上海市|刘光大|上海市静安区光大资管大厦|www.everbrightam.com|service@everbrightam.com|021-68880172|证券资产管理|证券资产管理、投资咨询、基金销售
cn_600173|华夏养老|Huaxia Pension|J68|金融业|保险业|上海证券交易所|华夏养老保险股份有限公司|2007-12-01|北京市|北京市|王华夏|北京市东城区华夏养老中心|www.huaxiapension.com|service@huaxiapension.com|010-66280173|养老保险及年金|养老保险、企业年金、健康保险、资产管理
cn_600174|绿城控股|Greentown Hld|K70|房地产业|房地产开发|上海证券交易所|绿城控股集团股份有限公司|2001-06-10|上海市|上海市|张绿城|上海市黄浦区绿城大厦|www.greentownhld.com|service@greentown.com|021-58880174|城市综合体及住宅|房地产开发经营、酒店管理、商业运营
cn_600175|龙光地产|Logan Prop|K70|房地产业|房地产开发|上海证券交易所|龙光地产集团股份有限公司|2006-09-05|广东省|深圳市|吴龙光|深圳市南山区龙光花园|www.loganprop.com|service@logan.com|0755-26880175|住宅及商业地产|房地产开发销售、物业管理、商业运营
cn_600176|融信中国|Rongxin China|K70|房地产业|房地产开发|上海证券交易所|融信中国控股集团股份有限公司|2007-12-20|福建省|福州市|欧融信|福州市鼓楼区融信大厦|www.rongxinchina.com|service@rongxin.com|0591-87880176|住宅及城市更新|房地产开发、城市更新、物业管理
cn_600177|旭辉控股|CIFI Holdings|K70|房地产业|房地产开发|上海证券交易所|旭辉控股集团股份有限公司|2005-03-18|上海市|上海市|林旭辉|上海市闵行区旭辉中心|www.cifi.com|service@cifi.com|021-64880177|住宅及商业地产|房地产开发销售、物业管理、投资管理
cn_600178|建业地产|Jianye Prop|K70|房地产业|房地产开发|上海证券交易所|建业地产集团股份有限公司|2004-07-25|河南省|郑州市|胡建业|郑州市金水区建业大厦|www.jianyeprop.com|service@jianye.com|0371-66880178|住宅及文旅地产|房地产开发、文旅地产、物业管理
cn_600179|合景泰富|KWG Prop|K70|房地产业|房地产开发|上海证券交易所|合景泰富地产控股集团|2006-11-18|广东省|广州市|孔合景|广州市天河区合景国际金融广场|www.kwgprop.com|service@kwg.com|020-38880179|高端住宅及商业|房地产开发、商业运营、酒店管理
cn_600180|越秀地产|Yuexiu Prop|K70|房地产业|房地产开发|上海证券交易所|越秀地产集团股份有限公司|2003-08-22|广东省|广州市|张越秀|广州市越秀区越秀大厦|www.yuexiuprop.com|service@yuexiu.com|020-83380180|住宅及商业开发|房地产开发、物业管理、商业运营
cn_600181|华发股份|Huafa Prop|K70|房地产业|房地产开发|上海证券交易所|珠海华发实业股份有限公司|2005-05-09|广东省|珠海市|李华发|珠海市香洲区华发新城|www.huafaprop.com|service@huafa.com|0756-86880181|住宅及城市运营|房地产开发、城市运营、物业管理
cn_600182|首开股份|Shoukai Prop|K70|房地产业|房地产开发|上海证券交易所|北京首都开发股份有限公司|2002-12-28|北京市|北京市|潘首开|北京市东城区首开大厦|www.shoukaiprop.com|service@shoukai.com|010-65180182|住宅及保障房开发|房地产开发、保障房建设、物业管理
cn_600183|金融街|Financial Street|K70|房地产业|房地产开发|上海证券交易所|金融街控股股份有限公司|2004-03-15|北京市|北京市|高金融|北京市西城区金融街中心|www.financialstreet.com|service@financialstreet.com|010-66280183|商业地产及写字楼|商业地产开发、写字楼运营、物业管理
cn_600184|大悦城|Joy City|K70|房地产业|房地产开发|上海证券交易所|大悦城地产集团股份有限公司|2007-06-22|北京市|北京市|周大悦|北京市朝阳区大悦城中心|www.joycity.com|service@joycity.com|010-65680184|商业综合体及住宅|商业地产、住宅开发、酒店管理
cn_600185|中交地产|CCCC Prop|K70|房地产业|房地产开发|上海证券交易所|中交房地产集团股份有限公司|2005-09-10|北京市|北京市|孙中交|北京市海淀区中交大厦|www.ccccprop.com|service@cccc.com|010-88880185|住宅及基础设施开发|房地产开发、基础设施投资、物业管理
cn_600186|信达地产|Cinda Prop|K70|房地产业|房地产开发|上海证券交易所|信达地产股份有限公司|2006-12-01|北京市|北京市|赵信达|北京市东城区信达大厦|www.cindaprop.com|service@cinda.com|010-65280186|住宅及商业开发|房地产开发、商业运营、物业管理
cn_600187|中洲控股|Zhongzhou Hld|K70|房地产业|房地产开发|上海证券交易所|中洲控股集团股份有限公司|2004-08-18|广东省|深圳市|黄中洲|深圳市福田区中洲大厦|www.zhongzhouhld.com|service@zhongzhou.com|0755-82880187|住宅及商业地产|房地产开发、物业管理、投资管理
cn_600188|天健集团|Tianjian Group|K70|房地产业|房地产开发|上海证券交易所|天健（集团）股份有限公司|2003-05-25|广东省|深圳市|吴天健|深圳市南山区天健大厦|www.tianjiangroup.com|service@tianjian.com|0755-26880188|市政建设及地产|市政工程、房地产开发、物业管理
cn_600189|深振业|Shenzhen Zhenye|K70|房地产业|房地产开发|上海证券交易所|深圳市振业（集团）股份有限公司|2005-10-12|广东省|深圳市|李振业|深圳市罗湖区振业大厦|www.szzhenye.com|service@szzhenye.com|0755-82280189|住宅及商业开发|房地产开发、物业租赁、商业运营
cn_600190|深物业|Shenzhen Property|K70|房地产业|房地产开发|上海证券交易所|深圳市物业发展（集团）股份有限公司|2002-06-30|广东省|深圳市|王深物业|深圳市福田区深物业大厦|www.szproperty.com|service@szproperty.com|0755-82980190|住宅及写字楼开发|房地产开发、物业管理、商业运营
cn_600191|沙河股份|Shahe Prop|K70|房地产业|房地产开发|上海证券交易所|沙河实业股份有限公司|2007-02-14|广东省|深圳市|陈沙河|深圳市南山区沙河花园|www.shaheprop.com|service@shahe.com|0755-26680191|住宅及商业开发|房地产开发、物业管理、商业运营
cn_600192|深深房|Shenzhen Housing|K70|房地产业|房地产开发|上海证券交易所|深圳经济特区房地产（集团）股份有限公司|2004-09-28|广东省|深圳市|刘深深|深圳市罗湖区深房广场|www.szhousing.com|service@szhousing.com|0755-82280192|住宅及商业地产|房地产开发、物业租赁、酒店管理
cn_600193|深长城|Great Wall Prop|K70|房地产业|房地产开发|上海证券交易所|深圳长城地产集团股份有限公司|2003-11-11|广东省|深圳市|张长城|深圳市福田区长城大厦|www.greatwallprop.com|service@greatwall.com|0755-82980193|住宅及商业开发|房地产开发、物业管理、商业运营
cn_600194|深天健|Shenzhen Tianjian|K70|房地产业|房地产开发|上海证券交易所|深圳市天健地产集团股份有限公司|2006-04-03|广东省|深圳市|赵天健|深圳市龙岗区天健城|www.sztianjian.com|service@sztianjian.com|0755-28980194|住宅及市政建设|房地产开发、市政工程、物业管理
cn_600195|深南光|Shenzhen Nanguang|K70|房地产业|房地产开发|上海证券交易所|深圳南光地产集团股份有限公司|2005-07-19|广东省|深圳市|孙南光|深圳市南山区南光大厦|www.sznanguang.com|service@sznanguang.com|0755-26580195|住宅及商业地产|房地产开发、商业运营、物业管理
cn_600196|深华发|Shenzhen Huafa|K70|房地产业|房地产开发|上海证券交易所|深圳华发地产集团股份有限公司|2002-12-01|广东省|深圳市|周华发|深圳市福田区华发大厦|www.szhuafa.com|service@szhuafa.com|0755-83880196|住宅及城市更新|房地产开发、城市更新、物业管理
cn_600197|珠江实业|Pearl River Prop|K70|房地产业|房地产开发|上海证券交易所|广州珠江实业集团股份有限公司|2004-06-15|广东省|广州市|郑珠江|广州市天河区珠江新城|www.prprop.com|service@prprop.com|020-38880197|住宅及商业开发|房地产开发、物业管理、商业运营
cn_600198|广宇发展|Guangyu Dev|K70|房地产业|房地产开发|上海证券交易所|天津广宇发展股份有限公司|2006-09-22|天津市|天津市|李广宇|天津市河西区广宇大厦|www.guangyudec.com|service@guangyu.com|022-28280198|住宅及商业地产|房地产开发、物业管理、投资管理
cn_600199|鲁商置业|Lushang Prop|K70|房地产业|房地产开发|上海证券交易所|鲁商置业集团股份有限公司|2003-08-05|山东省|济南市|鲁商|济南市历下区鲁商大厦|www.lushangprop.com|service@lushang.com|0531-88180199|住宅及商业开发|房地产开发、物业管理、商业运营
cn_600200|中天金融|Zhongtian Finance|J69|金融业|其他金融业|上海证券交易所|中天金融集团股份有限公司|2007-03-18|贵州省|贵阳市|罗中天|贵阳市观山湖区中天大厦|www.zhongtianfinance.com|service@zhongtian.com|0851-85880200|金融及房地产投资|金融投资、房地产开发、资产管理
cn_600201|中天城投|Zhongtian Urban|K70|房地产业|房地产开发|上海证券交易所|中天城投集团股份有限公司|2005-10-25|贵州省|贵阳市|罗中天|贵阳市云岩区中天花园|www.zhongtianurban.com|service@zhongtiancity.com|0851-85880201|城市综合体开发|房地产开发、商业运营、物业管理
cn_600202|中航地产|AVIC Prop|K70|房地产业|房地产开发|上海证券交易所|中航地产集团股份有限公司|2006-05-12|广东省|深圳市|中航|深圳市福田区中航中心|www.avicprop.com|service@avicprop.com|0755-82880202|住宅及商业开发|房地产开发、物业管理、酒店管理
cn_600203|中粮地产|COFCO Prop|K70|房地产业|房地产开发|上海证券交易所|中粮地产（集团）股份有限公司|2004-12-20|北京市|北京市|周中粮|北京市东城区中粮广场|www.cofcoprop.com|service@cofcoprop.com|010-65180203|商业地产及住宅|房地产开发、物业租赁、酒店管理
cn_600204|中房股份|CRED|K70|房地产业|房地产开发|上海证券交易所|中房置业股份有限公司|2002-09-16|北京市|北京市|中房|北京市西城区中房大厦|www.cred.com|service@cred.com|010-66280204|住宅及商业地产|房地产开发、物业管理、投资管理
cn_600205|中润投资|Zhongrun Inv|J69|金融业|资本市场服务|上海证券交易所|中润投资集团股份有限公司|2008-04-28|上海市|上海市|周中润|上海市浦东新区中润大厦|www.zhongruninv.com|service@zhongrun.com|021-68880205|股权投资及资产管理|股权投资、资产管理、财务顾问
cn_600206|中弘股份|Zhonghong Share|K70|房地产业|房地产开发|上海证券交易所|中弘控股股份有限公司|2005-11-30|北京市|北京市|王中弘|北京市朝阳区中弘大厦|www.zhonghongshare.com|service@zhonghong.com|010-65680206|旅游地产及住宅|旅游地产开发、住宅开发、物业管理
cn_600207|中茵股份|Zhongyin Share|K70|房地产业|房地产开发|上海证券交易所|中茵集团股份有限公司|2003-07-08|江苏省|苏州市|林中茵|苏州市工业园区中茵大厦|www.zhongyinshare.com|service@zhongyin.com|0512-62880207|住宅及商业开发|房地产开发、物业管理、商业运营
cn_600208|中珠控股|Zhongzhu Hld|K70|房地产业|房地产开发|上海证券交易所|中珠控股集团股份有限公司|2006-10-17|广东省|珠海市|张中珠|珠海市香洲区中珠大厦|www.zhongzhuhld.com|service@zhongzhu.com|0756-86880208|住宅及健康地产|房地产开发、健康养生、物业管理
cn_600209|中天能源|Zhongtian Energy|D44|电力、热力、燃气及水生产和供应业|燃气生产和供应业|上海证券交易所|中天能源股份有限公司|2007-12-05|北京市|北京市|赵中天|北京市朝阳区中天能源大厦|www.zhongtianenergy.com|service@zhongtianenergy.com|010-65680209|城市燃气及LNG|城市燃气供应、LNG贸易、天然气管道运营
cn_600210|新奥股份|ENN Shares|D44|电力、热力、燃气及水生产和供应业|燃气生产和供应业|上海证券交易所|新奥生态控股股份有限公司|2004-03-22|河北省|廊坊市|王新奥|廊坊市广阳区新奥大厦|www.enn-shares.com|service@enn.com|0316-60880210|天然气及能源服务|天然气销售、能源工程、环保技术
cn_600211|深圳燃气|Shenzhen Gas|D44|电力、热力、燃气及水生产和供应业|燃气生产和供应业|上海证券交易所|深圳市燃气集团股份有限公司|2006-05-18|广东省|深圳市|李深圳|深圳市福田区燃气大厦|www.szgas.com|service@szgas.com|0755-82880211|城市燃气及管道|城市燃气供应、管道建设、燃气设备销售
cn_600212|长春燃气|Changchun Gas|D44|电力、热力、燃气及水生产和供应业|燃气生产和供应业|上海证券交易所|长春燃气股份有限公司|2003-09-25|吉林省|长春市|刘长春|长春市朝阳区燃气大厦|www.ccgas.com|service@ccgas.com|0431-84980212|城市燃气及供热|燃气供应、供热服务、管道安装
cn_600213|大众公用|Dazhong Public|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|上海大众公用事业（集团）股份有限公司|2005-08-01|上海市|上海市|杨大众|上海市闵行区大众大厦|www.dazhongpublic.com|service@dazhong.com|021-64880213|城市供水及污水处理|自来水供应、污水处理、固废处理
cn_600214|首创股份|Capital Water|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|北京首创股份有限公司|2002-07-15|北京市|北京市|刘首创|北京市海淀区首创大厦|www.capitalwater.com|service@capitalwater.com|010-88880214|水务及环境治理|自来水、污水处理、水环境治理、固废处理
cn_600215|兴蓉环境|Xingrong Env|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|成都市兴蓉环境股份有限公司|2006-11-20|四川省|成都市|谭兴蓉|成都市高新区兴蓉大厦|www.xingrongenv.com|service@xingrong.com|028-85380215|水务及环保产业|自来水、污水处理、垃圾焚烧发电
cn_600216|重庆水务|Chongqing Water|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|重庆水务集团股份有限公司|2004-04-16|重庆市|重庆市|李重庆|重庆市渝中区水务大厦|www.cqwater.com|service@cqwater.com|023-67880216|城市供水及污水处理|自来水供应、污水处理、水务工程
cn_600217|武汉控股|Wuhan Holding|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|武汉三镇实业控股股份有限公司|2007-12-28|湖北省|武汉市|陈武汉|武汉市江汉区控股大厦|www.whholding.com|service@whholding.com|027-82780217|水务及桥梁运营|污水处理、桥梁运营、自来水供应
cn_600218|中山公用|Zhongshan Public|D46|电力、热力、燃气及水生产和供应业|水的生产和供应业|上海证券交易所|中山公用事业集团股份有限公司|2003-06-02|广东省|中山市|黄中山|中山市石岐区公用大厦|www.zspublic.com|service@zspublic.com|0760-86380218|供水及环卫服务|自来水供应、污水处理、环卫服务
